frame_id	pos_x	pos_y	yaw	dx	dy	z
0.0	-13.806461431199995	38.12055086179999	0.2074962264352031	0.4013506229999999	0.08449486800000017	0
42.4	3.210804984	41.703133265	0.2074962264352031	0.4013506229999999	0.08449486800000017	0
43.4	3.612155607	41.787628133	0.15660187698201714	1.2040518689999997	0.19011345300000215	0
44.4	4.816207476	41.977741586	0.07130746478529044	1.1829281520000003	0.08449486800000017	0
45.4	5.999135628	42.062236454	0.13944005709133803	1.2040518689999997	0.16898973600000033	0
46.4	7.203187497	42.23122619	0.14648417839356276	1.2885467370000008	0.19011345300000215	0
47.4	8.491734234	42.421339643	0.13706617431018234	1.2251755859999989	0.16898973599999323	0
48.4	9.71690982	42.590329378999996	0.12435499454676162	1.3519178880000007	0.16898973600000033	0
49.4	11.068827708	42.759319115	0.12832322768579515	1.309670453999999	0.16898973600000033	0
50.4	12.378498162	42.928308851	0.0	1.3519178880000007	-0.0	0
51.4	13.73041605	42.928308851	0.12832322768579515	1.309670453999999	0.16898973600000033	0
52.4	15.040086504	43.097298587	0.12832322768579496	1.309670454000001	0.16898973600000033	0
53.4	16.349756958	43.266288323	0.0	1.4364127559999993	-0.0	0
54.4	17.786169714	43.266288323	0.12832322768579515	1.309670453999999	0.16898973600000033	0
55.4	19.095840168	43.435278059	0.0	1.3941653220000028	-0.0	0
56.4	20.49000549	43.435278059	0.11710874456686457	1.4364127559999993	0.16898973600000033	0
57.4	21.926418246	43.604267795	0.12062366858010302	1.3941653219999992	0.16898973600000033	0
58.4	23.320583568	43.773257531	0.0	1.309670453999999	-0.0	0
59.4	24.630254022	43.773257531	0.0	1.415289039000001	-0.0	0
60.4	26.045543061	43.773257531	0.0	1.415289039000001	-0.0	0
