frame_id	pos_x	pos_y	yaw	dx	dy	z
0.0	23.549866946099996	30.849894372100003	-1.5785782708703877	-0.034749692999998416	-4.465335550500001	0
0.2	23.542917007499998	29.956827262000004	-1.5785782708703877	-0.034749692999998416	-4.465335550500001	0
1.2	23.5081673145	25.491491711500004	-1.6009758401701268	-0.13899877200000077	-4.604334322500002	0
2.2	23.3691685425	20.887157389000002	-1.5470619121052607	0.13899877200000077	-5.8553232705000005	0
3.2	23.5081673145	15.0318341185	-1.5707963267948966	-0.0	-4.743333094499994	0
4.2	23.5081673145	10.288501024000006	-1.557976516321996	0.06949938600000038	-5.4209521080000025	0
5.2	23.5776667005	4.867548916000004	-1.5707963267948966	-0.0	-2.0849815800000044	0
6.2	23.5776667005	2.7825673359999996	-3.141592653589793	-0.0	-0.0	0
7.2	23.5776667005	2.7825673359999996	-3.141592653589793	-0.0	-0.0	0
8.2	23.5776667005	2.7825673359999996	-3.141592653589793	-0.0	-0.0	0
9.2	23.5776667005	2.7825673359999996	-3.141592653589793	-0.0	-0.0	0
10.2	23.5776667005	2.7825673359999996	-3.141592653589793	-0.0	-0.0	0
11.2	23.5776667005	2.7825673359999996	-3.141592653589793	-0.0	-0.0	0
12.2	23.5776667005	2.7825673359999996	-3.141592653589793	-0.0	-0.0	0
13.2	23.5776667005	2.7825673359999996	-3.141592653589793	-0.0	-0.0	0
14.2	23.5776667005	2.7825673359999996	-3.141592653589793	-0.0	-0.0	0
15.2	23.5776667005	2.7825673359999996	-3.141592653589793	-0.0	-0.0	0
16.2	23.5776667005	2.7825673359999996	-3.141592653589793	-0.0	-0.0	0
17.2	23.5776667005	2.7825673359999996	-3.141592653589793	-0.0	-0.0	0
18.2	23.5776667005	2.7825673359999996	-3.141592653589793	-0.0	-0.0	0
