frame_id	pos_x	pos_y	yaw	dx	dy	z
0.0	44.444857347	38.529576525100005	2.457540993458015	-1.1293650225000036	0.9208668644999989	0
0.2	44.2189843425	38.713749898	2.457540993458015	-1.1293650225000036	0.9208668644999989	0
1.2	43.08961932	39.6346167625	3.4593906593996855	-1.3204883339999967	-0.43437116249999974	0
2.2	41.769130986	39.2002456	3.451295598132251	-1.3031134874999992	-0.4169963160000023	0
3.2	40.4660174985	38.783249284	3.309024432060314	-1.2336141015000024	-0.2084981579999976	0
4.2	39.232403397	38.574751126	3.255384660733502	-1.2162392549999979	-0.13899877200000077	0
5.2	38.016164142	38.435752354	3.141592653589793	-1.546361338500006	-0.0	0
6.2	36.469802803499995	38.435752354	3.0431464943771593	-1.407362566499998	0.13899877200000077	0
7.2	35.062440237	38.574751126	3.141592653589793	-1.1293650224999965	-0.0	0
8.2	33.9330752145	38.574751126	3.398109266234118	-1.0598656364999997	-0.27799754400000154	0
9.2	32.873209578	38.296753582	3.372683320785685	-1.181489562000003	-0.27799754399999443	0
10.2	31.691720015999998	38.01875603800001	3.245117328100343	-1.3378631805000012	-0.13899877200000788	0
11.2	30.353856835499997	37.879757266	3.141592653589793	-1.1988644084999969	-0.0	0
12.2	29.154992427	37.879757266	3.21553169124773	-0.9382417109999999	-0.06949938599999683	0
13.2	28.216750716	37.81025788	3.575836974386591	-1.1988644085000004	-0.555995087999996	0
14.2	27.0178863075	37.254262792000006	3.443737877129237	-1.3378631805000012	-0.4169963160000094	0
15.2	25.680023127	36.837266475999996	3.700191968933354	-1.111990175999999	-0.6949938599999967	0
16.2	24.568032951	36.142272616	4.282626701288001	-0.5733699345000005	-1.2509889479999998	0
17.2	23.9946630165	34.891283668	4.588033985837929	-0.17374846499999919	-1.3899877200000006	0
18.2	23.8209145515	33.501295948	4.554620242788735	-0.24324785099999957	-1.5289864919999943	0
19.2	23.5776667005	31.972309456000005	4.612720327893527	-0.13899877200000077	-1.3899877200000006	0
20.2	23.4386679285	30.582321736000004	4.662430584662746	-0.06949938600000038	-1.3899877200000006	0
21.2	23.3691685425	29.192334016000004	4.601731759210793	-0.13899877200000077	-1.2509889479999998	0
22.2	23.230169770499998	27.941345068000004	4.71238898038469	-0.0	-1.4073625665000051	0
23.2	23.230169770499998	26.5339825015	4.71238898038469	-0.0	-1.5463613384999988	0
24.2	23.230169770499998	24.987621163	4.774807790380647	0.06949938600000038	-1.111990175999999	0
25.2	23.2996691565	23.875630987	4.767887485630407	0.06949938600000038	-1.2509889479999998	0
26.2	23.3691685425	22.624642039	4.71238898038469	-0.0	-1.2509889479999998	0
27.2	23.3691685425	21.373653091	4.71238898038469	-0.0	-1.2509889479999998	0
28.2	23.3691685425	20.122664143	4.601731759210793	-0.13899877200000077	-1.2509889479999998	0
29.2	23.230169770499998	18.871675195	4.666965700963113	-0.06949938600000038	-1.5289864920000014	0
30.2	23.160670384499998	17.342688703	4.71238898038469	-0.0	-1.2509889479999998	0
31.2	23.160670384499998	16.091699755	4.71238898038469	-0.0	-1.1814895619999959	0
32.2	23.160670384499998	14.910210193000005	4.794396425910877	0.10424907900000235	-1.2683637945000044	0
33.2	23.2649194635	13.6418463985	4.582686443228776	-0.15637361850000175	-1.1988644085000004	0
34.2	23.108545845	12.44298199	4.71238898038469	-0.0	-1.2509889479999998	0
35.2	23.108545845	11.191993042	4.71238898038469	-0.0	-1.3899877199999935	0
36.2	23.108545845	9.802005322000007	4.71238898038469	-0.0	-1.3899877200000006	0
37.2	23.108545845	8.412017602000006	4.767887485630407	0.06949938600000038	-1.2509889479999998	0
38.2	23.178045231	7.161028654000006	4.71238898038469	-0.0	-1.1119901760000062	0
39.2	23.178045231	6.049038478	4.71238898038469	-0.0	-1.3899877199999935	0
40.2	23.178045231	4.6590507580000065	4.71238898038469	-0.0	-1.3899877200000006	0
41.2	23.178045231	3.269063038000006	4.71238898038469	-0.0	-1.5289864920000085	0
42.2	23.178045231	1.7400765459999974	3.141592653589793	-0.0	-0.0	0
43.2	23.178045231	1.7400765459999974	3.141592653589793	-0.0	-0.0	0
44.2	23.178045231	1.7400765459999974	3.141592653589793	-0.0	-0.0	0
